Changed?,Name,Description,Name_en,Description_en,
,Judgement@bosses,Do [sword]<triple>[;] bosses|take only [sword]1 damage,[1f9d1-200D-2696-FE0F-border]@[1f451-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[1f451][27a1][sword][31-20E3][1f915],
,Judgement@bosses_upgraded,Do [sword]<quadruple>[;] bosses|take only [sword]1 damage,Judgement@bosses_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[1f451][27a1][sword][31-20E3][1f915],
,Judgement@bosses_downgraded,Do [sword]<d6>[;] bosses|take only [sword]1 damage,Judgement@bosses_downgraded,[1f4e4][sword]<d6>[1f915]|[1f451][27a1][sword][31-20E3][1f915],
,Judgement@level1,Do [sword]<triple>[;]  level 1|monsters take only [sword]1,[1f9d1-200D-2696-FE0F-border]@[1f4aa-border][31-20E3-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[1f4aa][31-20E3][27a1][sword][31-20E3],
,Judgement@level1_upgraded,Do [sword]<quadruple>[;]  level 1|monsters take only [sword]1,Judgement@level1_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[1f4aa][31-20E3][27a1][sword][31-20E3],
,Judgement@level1_downgraded,Do [sword]<d6>[;]  level 1|monsters take only [sword]1,Judgement@level1_downgraded,[1f4e4][sword]<d6>[1f915]|[1f4aa][31-20E3][27a1][sword][31-20E3],
,Judgement@onfire,Do [sword]<triple>[;] firey things|take only [sword]1 damage,[1f9d1-200D-2696-FE0F-border]@[fire-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[fire][27a1][sword][31-20E3][1f915],
,Judgement@onfire_upgraded,Do [sword]<quadruple>[;] firey things|take only [sword]1 damage,Judgement@onfire_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[fire][27a1][sword][31-20E3][1f915],
,Judgement@onfire_downgraded,Do [sword]<d6>[;] firey things|take only [sword]1 damage,Judgement@onfire_downgraded,[1f4e4][sword]<d6>[1f915]|[fire][27a1][sword][31-20E3][1f915],
,Judgement@poison,Do [sword]<triple>[;] poison|things take only [sword]1,[1f9d1-200D-2696-FE0F-border]@[poison-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[poison][27a1][sword][31-20E3],
,Judgement@poison_upgraded,Do [sword]<quadruple>[;] poison|things take only [sword]1,Judgement@poison_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[poison][27a1][sword][31-20E3],
,Judgement@poison_downgraded,Do [sword]<d6>[;] poison|things take only [sword]1,Judgement@poison_downgraded,[1f4e4][sword]<d6>[1f915]|[poison][27a1][sword][31-20E3],
,Judgement@machines,Do [sword]<triple>[;] machines|take only [sword]1 damage,[1f9d1-200D-2696-FE0F-border]@[1f5a8-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[1f5a8][27a1][sword][31-20E3][1f915],
,Judgement@machines_upgraded,Do [sword]<quadruple>[;] machines|take only [sword]1 damage,Judgement@machines_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[1f5a8][27a1][sword][31-20E3][1f915],
,Judgement@machines_downgraded,Do [sword]<d6>[;] machines|take only [sword]1 damage,Judgement@machines_downgraded,[1f4e4][sword]<d6>[1f915]|[1f5a8][27a1][sword][31-20E3][1f915],
,Judgement@magic,Do [sword]<triple>[;] magic users|take only [sword]1 damage,[1f9d1-200D-2696-FE0F-border]@[1fa84-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[1fa84][27a1][sword][31-20E3][1f915],
,Judgement@magic_upgraded,Do [sword]<quadruple>[;] magic users|take only [sword]1 damage,Judgement@magic_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[1fa84][27a1][sword][31-20E3][1f915],
,Judgement@magic_downgraded,Do [sword]<d6>[;] magic users|take only [sword]1 damage,Judgement@magic_downgraded,[1f4e4][sword]<d6>[1f915]|[1fa84][27a1][sword][31-20E3][1f915],
,Judgement@wings,Do [sword]<triple>[;] winged|creatures take only [sword]1,[1f9d1-200D-2696-FE0F-border]@[1f98b-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[1f98b][27a1][sword][31-20E3],
,Judgement@wings_upgraded,Do [sword]<quadruple>[;] winged|creatures take only [sword]1,Judgement@wings_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[1f98b][27a1][sword][31-20E3],
,Judgement@wings_downgraded,Do [sword]<d6>[;] winged|creatures take only [sword]1,Judgement@wings_downgraded,[1f4e4][sword]<d6>[1f915]|[1f98b][27a1][sword][31-20E3],
,Judgement@dicepeople,Do [sword]<triple>[;] dice|people take only [sword]1,[1f9d1-200D-2696-FE0F-border]@[dice-border][2694-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[dice][2694][27a1][sword][31-20E3],
,Judgement@dicepeople_upgraded,Do [sword]<quadruple>[;] dice|people take only [sword]1,Judgement@dicepeople_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[dice][2694][27a1][sword][31-20E3],
,Judgement@dicepeople_downgraded,Do [sword]<d6>[;] dice|people take only [sword]1,Judgement@dicepeople_downgraded,[1f4e4][sword]<d6>[1f915]|[dice][2694][27a1][sword][31-20E3],
,Judgement@limbs,Do [sword]<triple>[;] creatures|with more than four limbs|take only [sword]1 damage,[1f9d1-200D-2696-FE0F-border]@[1f9b5-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[2934][35-20E3][1f9b5][27a1][sword][31-20E3][1f915],
,Judgement@limbs_upgraded,Do [sword]<quadruple>[;] creatures|with more than four limbs|take only [sword]1 damage,Judgement@limbs_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[2934][35-20E3][1f9b5][27a1][sword][31-20E3][1f915],
,Judgement@limbs_downgraded,Do [sword]<d6>[;] creatures|with more than four limbs|take only [sword]1 damage,Judgement@limbs_downgraded,[1f4e4][sword]<d6>[1f915]|[2934][35-20E3][1f9b5][27a1][sword][31-20E3][1f915],
,Judgement@lowhp,Do [sword]<triple>[;] if target has|[heart]6 or less[;] take only [sword]1,[1f9d1-200D-2696-FE0F-border]@[2b07-border][heart-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[2935][heart][36-20E3][27a1][sword][31-20E3],
,Judgement@lowhp_upgraded,Do [sword]<quadruple>[;] if target has|[heart]6 or less[;] take only [sword]1,Judgement@lowhp_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[2935][heart][36-20E3][27a1][sword][31-20E3],
,Judgement@lowhp_downgraded,Do [sword]<d6>[;] if target has|[heart]6 or less[;] take only [sword]1,Judgement@lowhp_downgraded,[1f4e4][sword]<d6>[1f915]|[2935][heart][36-20E3][27a1][sword][31-20E3],
,Judgement@fullhp,Do [sword]<triple>[;] if target has|full health[;] take only [sword]1,[1f9d1-200D-2696-FE0F-border]@[2b06-border][heart-border],[1f4e4][sword][33-20E3][2716]<d6>[1f915]|[heart][2934][heart][1f4ca][27a1][sword][31-20E3],
,Judgement@fullhp_upgraded,Do [sword]<quadruple>[;] if target has|full health[;] take only [sword]1,Judgement@fullhp_upgraded,[1f4e4][sword][34-20E3][2716]<d6>[1f915]|[heart][2934][heart][1f4ca][27a1][sword][31-20E3],
,Judgement@fullhp_downgraded,Do [sword]<d6>[;] if target has|full health[;] take only [sword]1,Judgement@fullhp_downgraded,[1f4e4][sword]<d6>[1f915]|[heart][2934][heart][1f4ca][27a1][sword][31-20E3],
,Custard Pie,Blind 2 dice[;] then|return the dice,[1f967-border][1f926-border],[blind][32-20E3][dice]|[21aa][1f449][dice],
,Custard Pie_upgraded,Blind 4 dice[;] then|return the dice,Custard Pie_upgraded,[blind][34-20E3][dice]|[21aa][1f449][dice],
,Custard Pie_downgraded,Blind 1 dice[;] then|return the dice,Custard Pie_downgraded,[blind][31-20E3][dice]|[21aa][1f449][dice],
,Spare Cycles,Do [sword]<leftovercpu> damage[;]| [sword]1 for each unused CPU point,[1f5a5-border][sword-border],[1f4e4][sword]<leftovercpu>[1f915]|[sword][31-20E3][267e][26d4][1f590][1f5a5],
,Charge!,Bash with shield[;]|do [shield]<myshield> damage,[1f3c3-border],[shield][1f44a]|[1f4e4][shield]<myshield>[1f915],
,Charge!_downgraded,Bash with shield[;] do [shield]<myshield>|damage[;] but lose all shield,Charge!_downgraded,[shield][1f44a]|[1f4e4][shield]<myshield>[1f915]|[2796][267e][shield],
,Charge!_weakened,Bash with shield[;] do [shield]<myshield>|damage[;] but lose all shield,Charge!_weakened,[shield][1f44a]|[1f4e4][shield]<myshield>[1f915]|[2796][267e][shield],
,Divine Dagger,[sword]<timesused> dmg[;] +[sword]1 each use|[gray](Reuseable),[1f607-border][1f5e1-border],[sword]<timesused>[1f915]|[2795][sword][31-20E3][267e][1f590]|,
,Divine Hammer,Do [shock]<double> damage[;]|[shock]Shock all equipment,[1f607-border][1f528-border],[1f4e4][shock][32-20E3][2716]<d6>[1f915]|[shock][267e][1f6e0],
,Divine Hammer_upgraded,Do [shock]<triple> damage[;]|[shock]Shock all equipment,Divine Hammer_upgraded,[1f4e4][shock][33-20E3][2716]<d6>[1f915]|[shock][267e][1f6e0],
,Divine Hammer_downgraded,[shock]Shock all equipment,Divine Hammer_downgraded,[shock][267e][1f6e0],
,Divine Megaphone,Do [weaken]<double> damage[;]|[weaken]Weaken all equipment,[1f607-border][1f4e3-border],[1f4e4][weaken][32-20E3][2716]<d6>[1f915]|[weaken][267e][1f6e0],
,Divine Megaphone_upgraded,Do [weaken]<triple> damage[;]|[weaken]Weaken all equipment,Divine Megaphone_upgraded,[1f4e4][weaken][33-20E3][2716]<d6>[1f915]|[weaken][267e][1f6e0],
,Divine Megaphone_downgraded,[weaken]Weaken all equipment,Divine Megaphone_downgraded,[weaken][267e][1f6e0],
,Apocalypse,Do [sword]30 damage[;]|inflict [curse]99 curses,[2620-border],[1f4e4][sword][33-20E3][30-20E3][1f915]|[1f4e4][curse][39-20E3][39-20E3],
,Apocalypse_upgraded,Do [sword]35 damage[;]|inflict [curse]99 curses,Apocalypse_upgraded,[1f4e4][sword][33-20E3][35-20E3][1f915]|[1f4e4][curse][39-20E3][39-20E3],
,Apocalypse_downgraded,Do [sword]20 damage[;]|inflict [curse]99 curses,Apocalypse_downgraded,[1f4e4][sword][32-20E3][30-20E3][1f915]|[1f4e4][curse][39-20E3][39-20E3],
,Mega Storm,Do [shock]20 damage[;]|[shock]Shock all equipment,[2b06-border][26c8-border],[1f4e4][shock][32-20E3][30-20E3][1f915]|[shock][267e][1f6e0],
,Mega Storm_upgraded,Do [shock]25 damage[;]|[shock]Shock all equipment,Mega Storm_upgraded,[1f4e4][shock][32-20E3][35-20E3][1f915]|[shock][267e][1f6e0],
,Mega Storm_downgraded,Do [shock]10 damage[;]|[shock]Shock all equipment,Mega Storm_downgraded,[1f4e4][shock][31-20E3][30-20E3][1f915]|[shock][267e][1f6e0],
,Switch Fighter,Switch Fighter|[gray](Once per turn)[],[2194-border][2694-border],[2194][2694]|[gray][31-20E3][1f590][267e][231b],
,The Warrior,Select,[2694-border][1f9d1-border],[1f64b],
,The Thief,Select,[1f4b0-border][1f9d1-border],[1f64b],
,The Robot,Select,[1f916-border],[1f64b],
,The Inventor,Select,[1f39b-border][1f9d1-border],[1f64b],
,The Witch,Select,[1f9d9-200D-2640-FE0F-border],[1f64b],
,The Jester,Select,[1f0cf-border][1f9d1-border],[1f64b],
,Blood Cauldron,Drain [heart]1 health[;]|get a new dice,[1fa78-border][1f958-border],[1f4e5][2197][heart][31-20E3]|[1f4e5][dice],
,Blood Cauldron_upgraded,Drain [heart]1 health[;] reroll dice|[gray](Reuseable),Blood Cauldron_upgraded,[1f4e5][2197][heart][31-20E3]|[1f504][dice]|,
,Blood Cauldron_downgraded,Drain [heart]1 health,Blood Cauldron_downgraded,[1f4e5][2197][heart][31-20E3],
,Dust Cloud,Do [sword]<d6> damage[;]|on 6[;] blind [blind]2 dice,[1f3c3-border][1f4a8-border],[1f4e4][sword]<d6>[1f915]|[36-20E3][27a1][blind][32-20E3][dice],
,Dust Cloud_upgraded,Do [sword]<d6> damage[;]|blind [blind]2 dice,Dust Cloud_upgraded,[1f4e4][sword]<d6>[1f915]|[blind][32-20E3][dice],
,Dust Cloud_downgraded,Do [sword]<d6> damage,Dust Cloud_downgraded,[1f4e4][sword]<d6>[1f915],
,Rotten Core,Reduce health by half,[1f52a-border],[heart][2797][32-20E3],
,Rotten Core_weakened,Reduce health by one third,Rotten Core_weakened,[2796][heart][2797][33-20E3],
,Rotten Core_downgraded,Reduce health by one third,Rotten Core_downgraded,[2796][heart][2797][33-20E3],
,Worm Bite,Do [sword]1 damage,[1fab1-border][1f9b7-border],[1f4e4][sword][31-20E3][1f915],
,Worm Bite_upgraded,Do [sword]3 damage,Worm Bite_upgraded,[1f4e4][sword][33-20E3][1f915],
,Fool's Fire,Inflict [vanish]Vanish,[1f921-border][fire-border],[1f4e4][vanish],
,Fool's Fire_downgraded,Burns [fire]1 dice,Fool's Fire_downgraded,[fire][31-20E3][dice],
,Fool's Fire_weakened,Burns [fire]1 dice,Fool's Fire_weakened,[fire][31-20E3][dice],
,Beetle Headbutt,Do [sword]5 damage[;]|Lock [lock]1 dice,[1fab2-border][1f646-border][1f44a-border],[1f4e4][sword][35-20E3][1f915]|[lock][31-20E3][dice],
,Beetle Headbutt_upgraded,Do [sword]8 damage[;]|Lock [lock]1 dice,Beetle Headbutt_upgraded,[1f4e4][sword][38-20E3][1f915]|[lock][31-20E3][dice],
,Beetle Headbutt_downgraded,Lock [lock]1 dice,Beetle Headbutt_downgraded,[lock][31-20E3][dice],
,Uptick@1,Increase and reset all dice|[gray](Current uptick: 1),[1f39a-border]@[31-20E3-border],[2795][31-20E3][1f501][267e][dice]|[1f449][1f39a][31-20E3],
,Uptick@2,Increase and reset all dice|[gray](Current uptick: 2),[1f39a-border]@[32-20E3-border],[2795][31-20E3][1f501][267e][dice]|[1f449][1f39a][32-20E3],
,Uptick@3,Increase and reset all dice|[gray](Current uptick: 3),[1f39a-border]@[33-20E3-border],[2795][31-20E3][1f501][267e][dice]|[1f449][1f39a][33-20E3],
,Uptick@4,Increase and reset all dice|[gray](Current uptick: 4),[1f39a-border]@[34-20E3-border],[2795][31-20E3][1f501][267e][dice]|[1f449][1f39a][34-20E3],
,Uptick@5,Increase and reset all dice|[gray](Current uptick: 5),[1f39a-border]@[35-20E3-border],[2795][31-20E3][1f501][267e][dice]|[1f449][1f39a][35-20E3],
,Uptick@6,Reset uptick to 1|[gray](Current uptick: 6),[1f39a-border]@[36-20E3-border],[1f39a][31-20E3]|[1f449][1f39a][36-20E3],
,Kunai,Do [sword]<double> damage|[gray](Reuseable),[1f977-border][1f5e1-border],[1f4e4][sword][32-20E3][2716]<d6>[1f915]|,
,Kunai_downgraded,Do [sword]<d6> damage|[gray](Reuseable),Kunai_downgraded,[1f4e4][sword]<d6>[1f915]|,
,Glare,Lock [lock]1 dice|[gray](Reuseable),[1f440-border],[lock][31-20E3][dice]|,
,Glare_downgraded,Lock [lock]1 dice,Glare_downgraded,[lock][31-20E3][dice],
,Avalanche,Do [sword]3 damage[;]|reroll with lower value,[1f3c2-border],[1f4e4][sword][33-20E3][1f915]|[1f504][26d4][2934][1f522],
,Avalanche_upgraded,Do [sword]4 damage[;]|reroll with lower value,Avalanche_upgraded,[1f4e4][sword][34-20E3][1f915]|[1f504][26d4][2934][1f522],
,Mood Change,Change the weather[;]|recover [heal]3 health,[1f642-border][1f641-border][2194-border],[2194][1f327]|[heal][33-20E3],
,Mood Change_upgraded,Change the weather[;]|recover [heal]6 health,Mood Change_upgraded,[2194][1f327]|[heal][36-20E3],
,Mood Change_downgraded,Change the weather,Mood Change_downgraded,[2194][1f327],
,Hurricane,Do [sword]3[;] lock [lock]1 dice|[gray](once per battle),[1f32a-border],[1f4e4][sword][33-20E3][1f915]|[lock][31-20E3][dice]|[31-20E3][1f590][267e][2694],
,Hurricane_upgraded,Do [sword]4[;] lock [lock]1 dice|[gray](once per battle),Hurricane_upgraded,[1f4e4][sword][34-20E3][1f915]|[lock][31-20E3][dice]|[31-20E3][1f590][267e][2694],
,Hurricane_downgraded,Lock [lock]1 dice|[gray](once per battle),Hurricane_downgraded,[lock][31-20E3][dice]|[31-20E3][1f590][267e][2694],
,Thunder Storm,Do [shock]3[;] inflict [shock]1 shock|[gray](once per battle),[1f329-border][1f50a-border],[1f4e4][shock][33-20E3][1f915]|[1f4e4][shock][31-20E3]|[31-20E3][1f590][267e][2694],
,Thunder Storm_upgraded,Do [shock]4[;] inflict [shock]1 shock|[gray](once per battle),Thunder Storm_upgraded,[1f4e4][shock][34-20E3][1f915]|[1f4e4][shock][31-20E3]|[31-20E3][1f590][267e][2694],
,Thunder Storm_downgraded,Inflict [shock]1 shock|[gray](once per battle),Thunder Storm_downgraded,[1f4e4][shock][31-20E3]|[31-20E3][1f590][267e][2694],
,Heatwave,Do [fire]3[;] inflict [fire]1 burn|[gray](once per battle),[1f975-border],[1f4e4][fire][33-20E3][1f915]|[1f4e4][fire][31-20E3]|[31-20E3][1f590][267e][2694],
,Heatwave_upgraded,Do [fire]4[;] inflict [fire]1 burn|[gray](once per battle),Heatwave_upgraded,[1f4e4][fire][34-20E3][1f915]|[1f4e4][fire][31-20E3]|[31-20E3][1f590][267e][2694],
,Heatwave_downgraded,Inflict [fire]1 burn|[gray](once per battle),Heatwave_downgraded,[1f4e4][fire][31-20E3]|[31-20E3][1f590][267e][2694],
,Snowstorm,Do [ice]3[;] inflict [ice]1 freeze|[gray](once per battle),[1f328-border][1f329-border],[1f4e4][ice][33-20E3][1f915]|[1f4e4][ice][31-20E3]|[31-20E3][1f590][267e][2694],
,Snowstorm_upgraded,Do [ice]4[;] inflict [ice]1 freeze|[gray](once per battle),Snowstorm_upgraded,[1f4e4][ice][34-20E3][1f915]|[1f4e4][ice][31-20E3]|[31-20E3][1f590][267e][2694],
,Snowstorm_downgraded,Inflict [ice]1 freeze|[gray](once per battle),Snowstorm_downgraded,[1f4e4][ice][31-20E3]|[31-20E3][1f590][267e][2694],
,Dark Shadow@versusladyluck,Do [sword]<d6> damage[;]|add 2x random status,[26ab-border][1f464-border]@[1f469-border][1f340-border],[1f4e4][sword]<d6>[1f915]|[2795][32-20E3][2716][2753][1f300],
,Dark Shadow@versusladyluck_downgraded,Add 2x random status,Dark Shadow@versusladyluck_downgraded,[2795][32-20E3][2716][2753][1f300],
,Pirate Hook,Do [sword]<d6> damage[;]|on 4[;] you can re-use this,[1f3f4-200D-2620-FE0F-border][1fa9d-border],[1f4e4][sword]<d6>[1f915]|[34-20E3][27a1][1f449][1f6e0][2795][31-20E3][1f590],
,Pirate Hook_upgraded,Do [sword]<d6> damage[;]|on 5[;] you can re-use this,Pirate Hook_upgraded,[1f4e4][sword]<d6>[1f915]|[35-20E3][27a1][1f449][1f6e0][2795][31-20E3][1f590],
,Pirate Hook_downgraded,Do [sword]<d6> damage,Pirate Hook_downgraded,[1f4e4][sword]<d6>[1f915],
,Pirate Hook?,Do [sword]<d6> damage[;]|on 4[;] keep the dice,[1f3f4-200D-2620-FE0F-border][1fa9d-border][2753-border],[1f4e4][sword]<d6>[1f915]|[34-20E3][27a1][1f4e5][1f449][dice],
,Pirate Hook?_upgraded,Do [sword]<d6> damage[;]|on 5[;] keep the dice,Pirate Hook?_upgraded,[1f4e4][sword]<d6>[1f915]|[35-20E3][27a1][1f4e5][1f449][dice],
,Pirate Hook?_downgraded,Do [sword]<d6> damage,Pirate Hook?_downgraded,[1f4e4][sword]<d6>[1f915],
,Cannon Fire,Deal [fire]6 damage|Burn [fire]1 dice,[1f52b-border][1f3f4-200D-2620-FE0F-border],[1f4e4][fire][36-20E3][1f915]|[fire][31-20E3][dice],
,Cannon Fire_upgraded,Deal [fire]8 damage|Burn [fire]1 dice,Cannon Fire_upgraded,[1f4e4][fire][38-20E3][1f915]|[fire][31-20E3][dice],
,Cannon Fire_downgraded,Deal [fire]3 damage|Burn [fire]1 dice,Cannon Fire_downgraded,[1f4e4][fire][33-20E3][1f915]|[fire][31-20E3][dice],
,Memorise,Replace the spell in slot <slotdoubles>|with the unexpected spell,[1f440-border][1f9e0-border],[1f4d3][1f4ee]<slotdoubles>[25b6][1f449][2753][1f6e0],
,Memorise_upgraded,Replace the spell in slot <d6>|with the unexpected spell,Memorise_upgraded,[1f4d3][1f4ee]<d6>[25b6][1f449][2753][1f6e0],
,Memorise_downgraded,Replace the spell in slot 1|with the unexpected spell,Memorise_downgraded,[1f4d3][1f4ee][31-20E3][25b6][1f449][2753][1f6e0],
,Picnic Basket,Keep a <d6> for next turn,[1f96a-border][1f9fa-border],[1f4e5]<d6>[23e9][231b],
,Picnic Basket_upgraded,Keep a <d6> for next turn|[gray](Reuseable),Picnic Basket_upgraded,[1f4e5]<d6>[23e9][231b]|,
,Marmalade,Get a [dice]6 next turn,[1f34a-border][1f96a-border],[1f4e5][dice][36-20E3][23e9][231b],
,Bear Trap,Lock [lock]1 dice,[1f43b-border][1faa4-border],[lock][31-20E3][dice],
,Bearpick,Shred a big dice into|other[;] smaller dice,[1f43b-border][1f4ce-border][lock-border],[1fa9a][2b06][dice][25b6][2b07][dice],
,Honey,Reroll the dice[;] get a|higher value than before,[1f36f-border],[1f4e5][dice][26d4][2935][1f449][dice],
,Bear Swipe,Do [sword]<d6> damage[;]|return the dice,[1f43b-border][2694-border],[1f4e4][sword]<d6>[1f915]|[21aa][1f449][dice],
,Bear Hug,Do [sword]<double> damage[;]|lose a dice,[1f43b-border][1fac2-border],[1f4e4][sword][32-20E3][2716]<d6>[1f915]|[2796][dice],
,Frogsword,Do [sword]<d6> damage,[1f438-border][sword-border],[1f4e4][sword]<d6>[1f915],
,Deep Sea Howl,Curse enemy,[1f991-border][1f5e3-border],[curse][2197],
,Wicker Staff,Deal [fire]9 damage|Burn [fire]2 dice,[1f9fa-border][1f9af-border],[1f4e4][fire][39-20E3][1f915]|[fire][32-20E3][dice],
,Wicker Staff_weakened,Deal [fire]5 damage|Burn [fire]1 dice,Wicker Staff_weakened,[1f4e4][fire][35-20E3][1f915]|[fire][31-20E3][dice],
,Wicker Staff_downgraded,Deal [fire]5 damage|Burn [fire]1 dice,Wicker Staff_downgraded,[1f4e4][fire][35-20E3][1f915]|[fire][31-20E3][dice],
,Ice Breath,Do [ice]4 damage|Inflict [ice]1 freeze,[1f9ca-border][1f624-border],[1f4e4][ice][34-20E3][1f915]|[1f4e4][ice][31-20E3],
,Ice Breath_upgraded,Do [ice]6 damage|Inflict [ice]1 freeze,Ice Breath_upgraded,[1f4e4][ice][36-20E3][1f915]|[1f4e4][ice][31-20E3],
,Ice Breath_downgraded,Do [sword]3 damage,Ice Breath_downgraded,[1f4e4][sword][33-20E3][1f915],
,Snowblower,[ice]<d6> dmg[;] +[ice]2 freeze|[gray](once per battle),[1f328-border][1f5a8-border],[ice]<d6>[1f915]|[2795][ice][32-20E3]|[31-20E3][1f590][267e][2694],
,Snowblower_upgraded,[ice]<d6> dmg[;] +[ice]4 freeze|[gray](once per battle),Snowblower_upgraded,[ice]<d6>[1f915]|[2795][ice][34-20E3]|[31-20E3][1f590][267e][2694],
,Icecube,Inflict [ice]1 freeze|[gray](Reuseable),[1f9ca-border],[1f4e4][ice][31-20E3]|,
,Ice Potion,[ice]8 damage[;] freeze all dice|[gray](once per battle),[1f9ca-border][1f9ea-border],[ice][38-20E3][1f915]|[ice][267e][dice]|[31-20E3][1f590][267e][2694],
,Ice Potion_downgraded,Do [ice]4 damage|[gray](once per battle),Ice Potion_downgraded,[1f4e4][ice][34-20E3][1f915]|[31-20E3][1f590][267e][2694],
,Air Conditioner,[ice]<timesused> dmg[;] inflict [ice]1 freeze|Add +[ice]1 each use,[1f32c-border][1fa9b-border],[ice]<timesused>[1f915]|[1f4e4][ice][31-20E3]|[2795][ice][31-20E3][267e][1f590],
,Air Conditioner_upgraded,[ice]<timesused> dmg[;] inflict [ice]2 freeze|Add +[ice]1 each use,Air Conditioner_upgraded,[ice]<timesused>[1f915]|[1f4e4][ice][32-20E3]|[2795][ice][31-20E3][267e][1f590],
,Snow Blast,Do [ice]6 damage for|each [ice]1 freeze on enemy,[1f328-border][1f32c-border],[1f4e4][ice][36-20E3][1f915][267e][ice][31-20E3][2197],
,Snow Blast_upgraded,Do [ice]7 damage for|each [ice]1 freeze on enemy,Snow Blast_upgraded,[1f4e4][ice][37-20E3][1f915][267e][ice][31-20E3][2197],
,Snow Blast_downgraded,Do [ice]4 damage for|each [ice]1 freeze on enemy,Snow Blast_downgraded,[1f4e4][ice][34-20E3][1f915][267e][ice][31-20E3][2197],
,Cold Wind,Inflict [ice]1 freeze[;]|return both dice,[1f976-border][1f32c-border],[1f4e4][ice][31-20E3]|[21aa][dice][dice],
,Cold Wind_upgraded,Inflict [ice]1 freeze[;]|return the dice,Cold Wind_upgraded,[1f4e4][ice][31-20E3]|[21aa][1f449][dice],
,Cold Wind_downgraded,Inflict [ice]1 freeze,Cold Wind_downgraded,[1f4e4][ice][31-20E3],
,Frozen Sword,Do [ice]<d6> dmg[;] +[ice]2 freeze|([ice]Freeze[] yourself at the|start of each turn),[1f9ca-border][sword-border],[1f4e4][ice]<d6>[1f915]|[2795][ice][32-20E3]|[ice][2199][267e][231b],
,Uncle,In 6 turns[;]|do [ice]20 damage,[1f46a-border],[36-20E3][231b][27a1][1f4e4][ice][32-20E3][30-20E3][1f915],
,Uncle_upgraded,In 5 turns[;]|do [ice]20 damage,Uncle_upgraded,[35-20E3][231b][27a1][1f4e4][ice][32-20E3][30-20E3][1f915],
,Uncle_downgraded,In 7 turns[;]|do [ice]20 damage,Uncle_downgraded,[37-20E3][231b][27a1][1f4e4][ice][32-20E3][30-20E3][1f915],
,Icicle,Do [ice]2 damage[;]|inflict [ice]1 freeze,[1f9ca-border][1f9ca-border],[1f4e4][ice][32-20E3][1f915]|[1f4e4][ice][31-20E3],
,Icicle_upgraded,Do [ice]3 damage[;]|inflict [ice]1 freeze,Icicle_upgraded,[1f4e4][ice][33-20E3][1f915]|[1f4e4][ice][31-20E3],
,Icicle_downgraded,Do [ice]1 damage[;]|inflict [ice]1 freeze,Icicle_downgraded,[1f4e4][ice][31-20E3][1f915]|[1f4e4][ice][31-20E3],
,Liquid Nitrogen,Do [ice]<d6> damage[;]|on 4[;] inflict [ice]1 freeze,[1f368-border][1f9ea-border],[1f4e4][ice]<d6>[1f915]|[34-20E3][27a1][1f4e4][ice][31-20E3],
,Liquid Nitrogen_upgraded,Do [ice]<d6> damage[;]|on even[;] inflict [ice]1 freeze,Liquid Nitrogen_upgraded,[1f4e4][ice]<d6>[1f915]|[32-20E3][34-20E3][36-20E3][27a1][1f4e4][ice][31-20E3],
,Hailstone,Do [ice]6 damage|Freeze [ice]1 dice,[1f327-border][1f9ca-border][weaken-border],[1f4e4][ice][36-20E3][1f915]|[ice][31-20E3][dice],
,Hailstone_upgraded,Do [ice]8 damage|Inflict [ice]1 freeze,Hailstone_upgraded,[1f4e4][ice][38-20E3][1f915]|[1f4e4][ice][31-20E3],
,Hailstone_downgraded,Do [ice]3 damage|Freeze [ice]1 dice,Hailstone_downgraded,[1f4e4][ice][33-20E3][1f915]|[ice][31-20E3][dice],
,Wicker Gemstaff,Deal [ice]9 damage|Inflict [ice]2 freeze,[1f9fa-border][1f48e-border][1f9af-border],[1f4e4][ice][39-20E3][1f915]|[1f4e4][ice][32-20E3],
,Wicker Gemstaff_weakened,Deal [ice]5 damage|Inflict [ice]1 freeze,Wicker Gemstaff_weakened,[1f4e4][ice][35-20E3][1f915]|[1f4e4][ice][31-20E3],
